Date,regime_prob_0,regime_prob_1,regime_prob_2,regime_prob_3,regime
2011-04-18,1.5075036526093602e-05,0.00010861571680130583,1.1171835019067466e-10,0.999876309134965,3
2011-04-19,7.760791067188895e-06,0.00076214041202477,7.23043263204469e-11,0.9992300987250908,3
2011-04-20,8.671852717265825e-06,0.0026840823852452796,8.838485214856403e-11,0.9973072456733526,3
2011-04-21,4.237332393701375e-06,0.011921654451873806,9.93265017880227e-11,0.9880741081170288,3
2011-04-25,5.982811612323421e-06,0.011040598633854743,7.457803524447117e-11,0.988953418480643,3
2011-04-26,8.069237763634097e-06,0.0115973125220638,6.001195814274145e-11,0.9883946181797543,3
2011-04-27,5.693569190961436e-06,0.025770900537596782,4.0187055425117125e-11,0.9742234058521202,3
2011-04-28,3.779683687413212e-06,0.04842242536176001,6.927997153498292e-11,0.9515737948844587,3
2011-04-29,3.866210935598072e-06,0.04545714948740379,1.0614697360334907e-10,0.9545389841953059,3
2011-05-02,6.538463952062961e-06,0.013305502026902541,8.495244185318793e-11,0.986687959423442,3
2011-05-03,1.0538414210623815e-05,0.001015971616886043,1.0208255245308252e-10,0.9989734898673409,3
2011-05-04,1.4688493975072253e-05,5.663218724872325e-05,3.3827067206837613e-10,0.9999286789812405,3
2011-05-05,4.0288018097519236e-05,1.4085968477096114e-06,7.453042459541573e-10,0.9999583026400345,3
2011-05-06,7.46587981711153e-05,4.650790503412262e-07,1.8923418741833814e-10,0.9999248759329669,3
2011-05-09,2.1433884647431698e-05,1.249488256574332e-05,6.455646574488748e-11,0.9999660711681593,3
2011-05-10,9.614807890703319e-06,0.00012404352547565052,1.3715109234222064e-10,0.9998663415299557,3
2011-05-11,1.5135537103621315e-05,3.9598842041241796e-05,1.2580098230295266e-10,0.9999452654947663,3
2011-05-12,8.524156005117495e-06,0.00016929307070519243,1.1485957592541559e-10,0.9998221826579483,3
2011-05-13,1.4951854819907343e-05,3.2032935086872755e-05,3.732195299507859e-10,0.9999530148376671,3
2011-05-16,3.970809830731684e-05,1.380603277480049e-06,1.8665563899689122e-10,0.9999589111122772,3
2011-05-17,2.3287772593750053e-05,7.710860323986299e-06,7.662939063731797e-11,0.9999690012903395,3
2011-05-18,1.2766297045988146e-05,8.66919321024588e-05,5.1934756816459487e-11,0.9999005417180502,3
2011-05-19,5.711408789661921e-06,0.0007630044858442775,1.8312121169571382e-10,0.9992312839228453,3
2011-05-20,1.9457748191455812e-05,1.988379974901778e-05,3.837445510283285e-10,0.9999606580685645,3
2011-05-23,4.489352712960756e-05,8.885184598485594e-07,4.221989677208879e-10,0.9999542175322333,3
2011-05-24,2.99541600021884e-05,3.661696566968036e-06,1.1086205466954088e-10,0.9999663840328651,3
2011-05-25,1.7535215973681336e-05,2.036380757737054e-05,5.1295638248850614e-11,0.9999621009243639,3
2011-05-26,8.440422680584266e-06,0.00020319449120954642,5.6419563953049226e-11,0.9997883650291316,3
2011-05-27,7.848073639764371e-06,0.0002820774549093952,7.936782235761708e-11,0.9997100743927876,3
2011-05-31,9.18271422504717e-06,0.00023405745302049473,1.4174655587791827e-09,0.9997567584145016,3
2011-06-01,0.00010548944889971981,1.252513805668928e-07,5.198115007181674e-09,0.9998943801013115,3
2011-06-02,4.12147377010862e-05,1.7823490649998046e-06,2.621545057019899e-10,0.9999570026506284,3
2011-06-03,3.263453133653876e-05,2.517637883438233e-06,5.852992276246154e-10,0.9999648472452082,3
2011-06-06,5.45738111909576e-05,5.276171234186572e-07,5.260106149415274e-10,0.9999448980463456,3
2011-06-07,4.073939763687002e-05,1.846425358146807e-06,5.518285670015299e-10,0.999957413624602,3
2011-06-08,8.091815562062069e-05,2.835141886193869e-07,1.055431114662078e-09,0.9999187972746054,3
2011-06-09,0.00010030831665100272,1.4089563553378289e-06,1.582104035346469e-08,0.9998982669059396,3
2011-06-10,0.0012547130352420384,1.2592563384457198e-07,4.052493792205406e-07,0.9987447557902885,3
2011-06-13,0.0172504920262989,1.7841573215906595e-08,1.6645406847260714e-06,0.9827478255908123,3
2011-06-14,0.08579965279070507,4.494659047051165e-08,1.756046045996763e-05,0.91418274180149,3
2011-06-15,0.6051434365568097,3.895748858446073e-12,7.355488156852279e-05,0.39478300855837595,0
2011-06-16,0.8798233978881949,5.846324178088185e-14,2.8373195759379692e-05,0.12014822891599179,0
2011-06-17,0.8509102255940836,1.182904471639362e-12,1.344995422639325e-05,0.14907632444998584,0
2011-06-20,0.40043358737633755,5.00842968793864e-10,6.334533808522333e-06,0.5995600775884914,3
2011-06-21,0.10858966841044733,1.0060466596384738e-08,1.1530714914624313e-06,0.8914091684568597,3
2011-06-22,0.008350220795988945,5.391064479303275e-07,9.237732173219221e-07,0.9916483163239613,3
2011-06-23,0.005060770909771349,6.243399949885343e-08,5.285248584755813e-07,0.9949386381316466,3
2011-06-24,0.01230251891860667,1.5377047943243788e-10,7.560888050016026e-07,0.9876967248392946,3
2011-06-27,0.015033259938701575,2.6618978651034377e-10,2.783936965658118e-07,0.9849664614007889,3
2011-06-28,0.00573963848905357,7.704846016524316e-09,1.506447410221195e-08,0.9942603387418841,3
2011-06-29,0.00017394164687280778,4.376195303068614e-06,8.702117916629039e-10,0.9998216812882433,3
2011-06-30,2.0620154080791057e-05,1.9125767569999267e-05,1.8731210819640238e-10,0.9999602538905507,3
2011-07-01,1.6809685501304613e-05,3.6750395793806196e-05,1.2764404123033887e-10,0.9999464397907456,3
2011-07-05,7.2044212108745485e-06,0.0003431588993618541,7.089256711251248e-11,0.9996496366082015,3
2011-07-06,8.903342051104183e-06,0.00018225951352878237,7.714890123777947e-11,0.9998088370670613,3
2011-07-07,1.1790423024182654e-05,0.00010797568625246163,1.0699962318965181e-10,0.9998802337834584,3
2011-07-08,7.936513922831342e-06,0.0004465966034250488,1.880536846297107e-09,0.9995454650025887,3
2011-07-11,0.00010706638791688425,3.5487550702096165e-07,2.9686170812554236e-08,0.99989254905065,3
2011-07-12,0.0006957937324873623,1.1379499260341991e-08,3.441411064915236e-08,0.9993041604732478,3
2011-07-13,0.0018907852730250241,5.96099309967198e-09,8.289385274489388e-08,0.9981091258714418,3
2011-07-14,0.0034036170057495036,5.784431988319285e-10,1.087398218957821e-07,0.9965962736756283,3
2011-07-15,0.0029733174003968525,1.329687756890179e-08,1.6062786334401418e-07,0.9970265086740201,3
2011-07-18,0.004690739645329866,3.3503715626994884e-10,1.471518336724603e-07,0.9953091128674684,3
2011-07-19,0.003659658686581037,2.533895588471434e-09,4.6821957318292784e-08,0.9963402919567663,3
2011-07-20,0.0005067174517384802,1.0174583711677235e-07,5.712139428971078e-09,0.9994931750901083,3
2011-07-21,0.0001620466757670724,5.706507434293065e-07,2.3552635880005146e-08,0.9998373591204185,3
2011-07-22,0.0007053022777761984,6.6276274334876705e-06,2.4226585835511244e-07,0.9992878278286903,3
2011-07-25,0.033311231664563346,3.8365689800909605e-08,4.159654468059157e-06,0.9666845703147542,3
2011-07-26,0.31370107345507475,8.513792970092199e-11,2.368569626719882e-05,0.6862752407639162,3
2011-07-27,0.9810476775775748,7.760103702473804e-18,0.00010137846320356173,0.018850943959368233,0
2011-07-28,0.9999133055809223,4.814786570304786e-21,3.528095185986885e-05,5.141346797026907e-05,0
2011-07-29,0.9999419234485099,1.50506540981331e-27,5.7968910207428984e-05,1.0764072896563124e-07,0
2011-08-01,0.999658250530136,5.457147198993172e-26,0.0003376601171755662,4.0893532943037455e-06,0
2011-08-02,0.9920985798990487,1.6838766857278177e-28,0.007900728608297365,6.914927306519745e-07,0
2011-08-03,0.9544470088669211,2.1138297792801147e-25,0.04555051389752214,2.4772351076286536e-06,0
2011-08-04,0.004396771745553885,7.929450792557547e-60,0.9956032282545103,2.436511621753399e-18,2
2011-08-05,0.0004584967803986715,2.6771394968806925e-67,0.9995415032195694,9.491430964299187e-22,2
2011-08-08,5.505786279032247e-22,2.81164730653875e-187,1.0,4.296526168805032e-75,2
2011-08-09,4.553528405600504e-11,2.04865453230367e-132,0.9999999999545253,8.205827368652741e-63,2
2011-08-10,1.8749212082004864e-14,1.8135170561326163e-151,1.0,1.0319162460653682e-60,2
2011-08-11,6.771244721781285e-15,5.557827002132251e-150,1.0,1.9662155161457203e-69,2
2011-08-12,3.838115476459603e-08,1.0136000911817523e-111,0.9999999616193244,7.883459731430349e-47,2
2011-08-15,6.6929394917743085e-06,5.951073514732921e-86,0.9999933070599825,7.575056680931265e-31,2
2011-08-16,3.955299947609362e-05,8.875845171288722e-81,0.9999604470013606,1.7332616075808143e-25,2
2011-08-17,0.00011838656893534666,1.0421155300040536e-72,0.9998816134317572,5.0597483202994497e-23,2
2011-08-18,4.6378467303043635e-14,2.2992350351361773e-138,1.0,4.314895555966119e-53,2
2011-08-19,3.19015137882477e-14,2.3448818829669374e-152,1.0,1.571821108617686e-66,2
2011-08-22,3.909879840989084e-14,8.083392358569883e-151,1.0,2.257007658899855e-67,2
2011-08-23,1.6602089634024918e-10,2.7947209855795708e-123,0.999999999834472,4.336084018382449e-54,2
2011-08-24,3.117707384923445e-08,4.166096573638958e-107,0.9999999688225221,8.639139388530798e-43,2
2011-08-25,1.3815583859710814e-10,4.136778143101055e-123,0.9999999998617568,5.109006608339157e-48,2
2011-08-26,4.0990187597814316e-08,4.302313891296795e-106,0.9999999590090747,2.1822426094208328e-42,2
2011-08-29,1.0340148468004794e-06,4.8565185228997585e-91,0.9999989659850942,1.0698229472611312e-33,2
2011-08-30,2.0161005475948602e-05,1.811504244053647e-83,0.9999798389939861,5.450715146840722e-28,2
2011-08-31,9.538018512897194e-05,5.690694281682604e-76,0.9999046198151113,5.877964396555461e-24,2
2011-09-01,0.00014078817505526196,5.801640357270205e-71,0.9998592118244264,8.702128573990652e-22,2
2011-09-02,6.537168636078378e-06,1.2024928759774336e-79,0.9999934628317475,6.434632319984179e-26,2
2011-09-06,3.414163115491766e-08,4.1685672407041346e-101,0.9999999658575695,1.4469581493169778e-37,2
2011-09-07,1.6141420115254095e-07,3.416891813784592e-97,0.9999998385865313,5.032634377168583e-37,2
2011-09-08,4.175646267072008e-06,5.5335100189740805e-90,0.9999958243530142,7.31316686950287e-31,2
2011-09-09,1.976542933886404e-09,3.9261970614607146e-113,0.9999999980227585,1.3876222388846114e-40,2
2011-09-12,2.696720295403557e-10,7.5808141416920275e-121,0.9999999997307896,2.500475320877317e-49,2
2011-09-13,7.58642761552116e-09,1.1740592177956362e-111,0.9999999924129952,6.664761853106952e-45,2
2011-09-14,3.30953867226322e-07,5.2317883090733846e-98,0.9999996690458467,3.5010795220652444e-37,2
2011-09-15,1.4309882650129243e-05,1.2990074946599317e-83,0.9999856901182066,5.326341408743694e-29,2
2011-09-16,0.0001744259936597326,9.768527119790906e-74,0.9998255740064914,8.568526834441017e-23,2
2011-09-19,5.036820008863298e-05,3.084916999075531e-74,0.9999496318002938,8.236673087623651e-24,2
2011-09-20,2.641410776296934e-05,7.802140954963767e-77,0.9999735858924161,1.1759485926982922e-25,2
2011-09-21,1.8240211154674322e-08,8.398983588092745e-103,0.9999999817591744,6.643585841593748e-36,2
2011-09-22,2.8916060679935017e-12,9.649834242986331e-135,0.999999999996362,2.175323040037156e-52,2
2011-09-23,4.2650606628144856e-13,7.576900080765191e-142,1.0,4.766999982532261e-62,2
2011-09-26,4.492353048390928e-12,3.2646694967875898e-134,0.999999999996362,2.6803779356547397e-59,2
2011-09-27,1.097160240511515e-09,5.125103456940821e-119,0.9999999989031494,8.596807124185484e-50,2
2011-09-28,6.76552198807539e-12,2.128535329773957e-133,0.999999999992724,1.2775227054286268e-53,2
2011-09-29,1.27700023409718e-10,2.3843324889169496e-125,0.9999999998726707,5.546023584597358e-53,2
2011-09-30,5.555469925055082e-14,6.958184417674446e-148,1.0,2.684419282350454e-61,2
2011-10-03,4.498138084655773e-17,1.4726221964148242e-170,1.0,1.2054799721769606e-74,2
2011-10-04,5.200538891541868e-14,1.6025116670331225e-150,1.0,4.072144182034141e-70,2
2011-10-05,2.479233261034965e-10,1.92470854285792e-124,0.9999999997526174,4.8211779064960454e-54,2
2011-10-06,6.134145483804064e-09,3.159331638783957e-111,0.9999999938663677,3.416373911277334e-45,2
2011-10-07,1.6011611673415035e-07,3.709082317023813e-102,0.9999998398834705,5.376327217716538e-38,2
2011-10-10,8.596392440898686e-08,1.6110450384576663e-97,0.9999999140363834,5.2274491142171514e-37,2
2011-10-11,2.5883033086113215e-05,5.272170939059235e-84,0.9999741169670461,1.110095520306655e-28,2
2011-10-12,0.0001608067764151466,1.556833904552602e-75,0.999839193223634,1.1755480307452494e-23,2
2011-10-13,0.0008490169742953777,4.3297088385830235e-66,0.9991509830259272,7.273279406164478e-20,2
2011-10-14,0.0012069365449011043,7.508421989428609e-57,0.9987930634542389,1.8901480721042735e-17,2
2011-10-17,3.928905949886053e-05,4.0533122679267786e-72,0.9999607109408697,6.990453573305213e-24,2
2011-10-18,1.3017917302474594e-05,1.0288923943800128e-76,0.9999869820832517,1.0325532594511141e-26,2
2011-10-19,3.6490327807420496e-06,8.216241804657546e-87,0.9999963509665761,4.5384396874567723e-29,2
2011-10-20,7.989345025896458e-07,2.7118513386229896e-93,0.9999992010656124,4.393191191356624e-33,2
2011-10-21,4.895957650804191e-05,2.227755583198076e-80,0.9999510404230294,4.0559158537046515e-27,2
2011-10-24,0.0009643916729856767,1.237411572352286e-66,0.9990356083272456,9.826895394470647e-20,2
2011-10-25,0.0010738962511110423,6.038793128874306e-68,0.9989261037480002,1.6924935665713575e-20,2
2011-10-26,0.007736206195068415,1.3332776550257175e-61,0.9922637938056291,6.358691288366093e-19,2
2011-10-27,0.021038015841416423,7.763797403848484e-52,0.9789619841582861,1.1167390087524182e-14,2
2011-10-28,0.047752991839935865,8.131032979379972e-36,0.9522470020805955,6.079144936178515e-09,2
2011-10-31,0.018013829771815374,1.1417780875683524e-48,0.9819861702287412,5.728627995440905e-15,2
2011-11-01,3.359470436049152e-05,1.3491975808560018e-77,0.9999664052961367,6.293090568009615e-26,2
2011-11-02,6.526565793871487e-06,6.467717939686466e-83,0.9999934734345675,9.85225918799846e-29,2
2011-11-03,0.000298600971077552,5.608129117650248e-75,0.9997013990281494,5.3723157108647766e-24,2
2011-11-04,0.003149329437500761,9.437658882144114e-64,0.9968506705618339,3.3553162547653685e-18,2
2011-11-07,0.004690253045459413,1.8794745481869513e-58,0.9953097469547935,5.738670375564891e-18,2
2011-11-08,0.006177467831332983,1.4828501023426815e-50,0.9938225321684359,1.3400677342870153e-14,2
2011-11-09,6.377320932655715e-07,1.7281768399498895e-86,0.9999993622679755,3.8310139837448984e-30,2
2011-11-10,1.2882394471982046e-05,1.245345676816852e-84,0.9999871176053021,4.237287329436123e-29,2
2011-11-11,0.00013722386248830415,1.5032684087392072e-73,0.999862776137036,3.285647015420299e-23,2
2011-11-14,0.00036423222947049516,4.0439815778458616e-67,0.9996357677711183,2.7078462731331042e-20,2
2011-11-15,0.00018878575564594484,1.3469368983633997e-66,0.9998112142437071,8.435562971179095e-22,2
2011-11-16,1.727175016588471e-05,5.4224911052598265e-77,0.9999827282499621,3.7503401210369996e-25,2
2011-11-17,3.614526208005556e-06,1.6451902489483355e-85,0.9999963854744988,9.746269194030227e-29,2
2011-11-18,7.618278497523132e-05,1.5401457811470663e-77,0.9999238172157165,7.6133192201208145e-25,2
2011-11-21,3.592068828012181e-05,4.694223269889518e-77,0.9999640793115437,6.3808817448429515e-24,2
2011-11-22,9.578129223098494e-05,3.219553891691101e-72,0.9999042187080819,2.6287769616344374e-23,2
2011-11-23,6.813860622093241e-06,3.7232187015391736e-81,0.9999931861398405,2.4574484409217975e-26,2
2011-11-25,2.37288564272393e-06,1.1891829420793002e-87,0.9999976271147675,1.102315273595104e-30,2
2011-11-28,6.580052654995421e-06,3.7795756172809973e-88,0.9999934199475347,4.5958951919475375e-31,2
2011-11-29,0.004108457885906356,1.8045689140499405e-71,0.9958915421136476,1.6957339514744233e-21,2
2011-11-30,0.013108510822650476,6.631600649833112e-67,0.9868914891765722,2.0288433953645755e-20,2
2011-12-01,0.8640206968250876,2.3595410148825463e-50,0.1359793031740889,1.2205722194016852e-12,0
2011-12-02,0.9750660535603223,3.942546335408165e-43,0.024933946398775858,4.1132803115877315e-11,0
2011-12-05,0.9909841856610699,1.7372314979256367e-44,0.009015814337289554,1.3333628681671946e-12,0
2011-12-06,0.9963382805162728,2.116134258071929e-45,0.0036617194784744145,4.628822952665733e-12,0
2011-12-07,0.9967738777832165,6.026832127253669e-47,0.0032261222165594367,5.721773402023908e-13,0
2011-12-08,0.9954252192576083,2.9424194116056096e-54,0.004574780741703875,2.297620272929598e-14,0
2011-12-09,0.9988308712259659,2.7074774141338094e-44,0.0011691287440328821,2.961076157661628e-11,0
2011-12-12,0.9998415667441182,3.1409232218877554e-35,0.00015836184333802405,7.141321432892854e-08,0
2011-12-13,0.9999441572803585,5.296539402945442e-31,5.575697369655344e-05,8.574601395947612e-08,0
2011-12-14,0.9999351189347419,8.132826372909073e-33,6.48608171445216e-05,2.024820254337371e-08,0
2011-12-15,0.9999547315807013,1.5134170177390504e-31,4.523277510360396e-05,3.5643481666897595e-08,0
2011-12-16,0.9999624414117817,6.859489978874122e-29,3.723934468643718e-05,3.1924402992601935e-07,0
2011-12-19,0.999935040515924,6.55156477488513e-29,6.456751904659154e-05,3.919649258211666e-07,0
2011-12-20,0.9996692619968114,6.661325182996997e-30,0.00033072973666351034,8.26577900223667e-09,0
2011-12-21,0.9996876754121382,1.1100527283991297e-20,5.0956970167363165e-05,0.00026136761793619677,0
2011-12-22,0.9997117397817098,4.0225752252309376e-16,4.524584375124239e-05,0.00024301437491259,0
2011-12-23,0.9995500996007323,7.958654518332173e-16,5.048845104669363e-05,0.00039941194838270854,0
2011-12-27,0.9998209605897382,5.662276251862126e-18,3.5076415782896415e-05,0.00014396299468591564,0
2011-12-28,0.9999428144909601,3.040567851576194e-22,4.545715558591167e-05,1.1728353629171749e-05,0
2011-12-29,0.9999541176961189,8.037275945789829e-23,4.135640482589741e-05,4.525899714625305e-06,0
2011-12-30,0.9999594829082731,1.161236497303394e-23,3.297894853490581e-05,7.538142766267864e-06,0
2012-01-03,0.9999422281170431,4.403392890579043e-24,5.6964443350997176e-05,8.07439185351735e-07,0
2012-01-04,0.9998830408648589,6.057988803719783e-20,3.334421560969248e-05,8.361491917743937e-05,0
2012-01-05,0.9994108000140582,6.244427394638681e-16,3.745911833973854e-05,0.0005517408682739621,0
2012-01-06,0.9972961380087543,1.4387005660070358e-13,5.1401870220220954e-05,0.002652460120851896,0
2012-01-09,0.9980999141259133,8.131577714354138e-14,4.232995632954669e-05,0.0018577559171482863,0
2012-01-10,0.9979851203989343,1.1437333679050636e-13,5.09411521844304e-05,0.0019639384493120647,0
2012-01-11,0.9961014721105114,2.185788251312062e-13,4.287445966121895e-05,0.0038556534288496135,0
2012-01-12,0.992425035280218,2.5473777537625436e-12,5.0493899241276486e-05,0.00752447081767346,0
2012-01-13,0.9910135167140515,1.619511702611764e-12,5.022376091744368e-05,0.008936259523772198,0
2012-01-17,0.9909065300034688,1.7167230615724287e-14,2.9857072994642888e-05,0.009063612923851643,0
2012-01-18,0.9077742626186747,5.309508128761506e-13,1.5670755061855526e-05,0.09221006662500018,0
2012-01-19,0.31514117201710284,4.833630459646063e-10,8.460565072118059e-07,0.6848579814437639,3
2012-01-20,0.013533208993802398,6.26958345752072e-07,1.4839322891231627e-07,0.986466015655379,3
2012-01-23,0.0009796464908069181,3.089654880605438e-07,1.1294336838938766e-08,0.9990200332493501,3
2012-01-24,0.00018327182261228183,1.7625376638969215e-07,1.87361292791119e-09,0.999816550050747,3
2012-01-25,0.0001222187778264008,2.524256313052696e-07,9.198017129082809e-10,0.9998775278770082,3
2012-01-26,6.354452777458728e-05,5.314956675603835e-07,6.839230750076961e-10,0.9999359232927393,3
2012-01-27,7.24037901939903e-05,5.386349855668383e-07,1.6740091933408745e-09,0.9999270559013037,3
2012-01-30,0.00020854913759524717,4.5224534570007904e-08,3.2102362995297477e-09,0.9997914024268748,3
2012-01-31,0.00025653057897100714,3.566323424099411e-08,2.4845073078947107e-09,0.9997434312729169,3
2012-02-01,0.00017560443259648838,1.2369581282488193e-07,7.636020226254019e-10,0.9998242711088117,3
2012-02-02,4.3857998493324146e-05,1.9945865649706577e-06,4.0907634476430037e-10,0.9999541470059696,3
2012-02-03,5.552710998178984e-05,1.3586444298114535e-06,5.612950745043195e-10,0.9999431136849183,3
2012-02-06,2.9196192577148513e-05,4.106377137388797e-06,1.8829294439356382e-10,0.9999666972414464,3
2012-02-07,2.9455693442339867e-05,4.373720586735209e-06,3.547957873251489e-10,0.999966170230604,3
2012-02-08,5.570462804177624e-05,1.0984571833767147e-06,1.3712671786800094e-09,0.9999431955438828,3
2012-02-09,0.00017579993127156534,3.186626118873978e-07,1.2897812228949247e-08,0.9998238685081505,3
2012-02-10,0.001452210337812245,5.973761017433328e-10,2.1290964304284083e-08,0.9985477677736376,3
2012-02-13,0.0006877636387756356,4.597357385315271e-08,2.805004464202823e-08,0.9993121623375927,3
2012-02-14,0.0010141998730638646,2.7189734409833724e-08,6.109672598094398e-08,0.9989857118405556,3
2012-02-15,0.0035582086390298093,1.911284253030622e-10,5.239687050434223e-08,0.9964417387735298,3
2012-02-16,0.00155073239455437,1.103688944845753e-08,4.084182904839418e-09,0.9984492524845154,3
2012-02-17,7.52934955389163e-05,2.973981685548659e-06,6.760487073088125e-10,0.9999217318472137,3
2012-02-21,4.949575768833531e-05,1.1719859131039252e-06,2.921715827664702e-10,0.9999493319641335,3
2012-02-22,4.03248468293878e-05,1.5359401161841196e-06,1.0802538323497146e-10,0.9999581391051678,3
2012-02-23,1.507010886599126e-05,2.8533382447127626e-05,1.325528777429251e-10,0.9999563963767905,3
2012-02-24,2.054554777619832e-05,1.1239901924464766e-05,2.894020430876646e-10,0.9999682142601599,3
2012-02-27,4.9377237302000205e-05,1.1125309256227848e-06,3.1829259763154455e-10,0.9999495099141418,3
2012-02-28,4.484882881302567e-05,1.6275879096742083e-06,3.657331146956328e-10,0.9999535232178092,3
2012-02-29,5.0612403281493224e-05,7.938056297275544e-07,2.0943766140144447e-10,0.9999485935812531,3
2012-03-01,2.6198043093098797e-05,6.733843930761476e-06,1.3297973509176514e-10,0.9999670679792263,3
2012-03-02,1.781178518448233e-05,1.622732968653083e-05,5.036567427007378e-10,0.9999659603809179,3
2012-03-05,6.955454213016581e-05,2.245159115508167e-06,9.343617216525435e-09,0.9999281909558457,3
2012-03-06,0.0013400734198568925,2.0827720627340584e-10,2.6012282304309393e-08,0.998659900359853,3
2012-03-07,0.0004727851437863568,4.142285481337866e-08,2.8496109802893873e-09,0.9995271705832929,3
2012-03-08,0.000104310782365131,6.368805516895749e-07,3.1907868759149227e-10,0.9998950520179984,3
2012-03-09,1.946837901114373e-05,0.00020543505706057533,3.762353388757652e-11,0.9997750965264309,3
2012-03-12,5.6723224402774405e-06,0.01286155581534681,8.901487352942706e-11,0.9871327717724792,3
2012-03-13,9.619952160734685e-06,0.029085838606076362,1.420020519831581e-10,0.9709045412990193,3
2012-03-14,3.1959235991191783e-06,0.23053443239520024,3.244257737334545e-11,0.7694623716485973,3
2012-03-15,2.5599411573471894e-06,0.35374934237683014,1.491144767780185e-11,0.6462480976672855,3
2012-03-16,1.457372682263698e-06,0.5800558645574212,3.903042577771392e-11,0.41994267803093605,3
2012-03-19,1.7554144258336544e-06,0.6028352657063317,2.505999170663887e-11,0.3971629788541635,3
2012-03-20,2.0249858551555632e-06,0.6086431989079337,1.9119980729780502e-11,0.3913547760865539,3
2012-03-21,1.6961364980968076e-06,0.6154358768782968,3.331691384049284e-11,0.3845624269518498,3
2012-03-22,2.323487000209288e-06,0.5941098923810332,2.895705461458738e-11,0.4058877841028617,3
2012-03-23,1.6828090493872962e-06,0.5724982369372916,3.7331619499971905e-11,0.4275000802167892,3
2012-03-26,2.5945266497891225e-06,0.4880385638857831,8.632872707134534e-11,0.5119588415010016,3
2012-03-27,2.85401320219205e-06,0.4087425739601022,3.261642756361845e-11,0.5912545719941457,3
2012-03-28,3.277318837208678e-06,0.3330517512982628,4.6624556056969353e-11,0.6669449713371333,3
2012-03-29,3.5303174491420495e-06,0.2324802870339166,4.322692994978371e-11,0.767516182606062,3
2012-03-30,4.463958589775465e-06,0.11575956282788241,5.384025528916656e-11,0.8842359731600645,3
2012-04-02,6.710447716677555e-06,0.038944139258581215,5.0900328808228136e-11,0.961049150242624,3
2012-04-03,5.693856240115995e-06,0.019859786671080466,1.2363719012812337e-10,0.9801345193487391,3
2012-04-04,1.054636995511514e-05,0.002339066394451896,2.0673974157250564e-10,0.9976503870284663,3
2012-04-05,1.2209219342459837e-05,0.00020306610739484295,1.0003873263446889e-09,0.9997847236731867,3
2012-04-09,0.00014151869993254864,2.432197870236717e-07,1.869369938148358e-08,0.9998582193858006,3
2012-04-10,0.001182025376417263,7.340132766952006e-10,9.772461651703446e-08,0.9988178761650135,3
2012-04-11,0.0016668891438504278,2.133732094738193e-09,5.8024999457658256e-09,0.9983331029192019,3
2012-04-12,0.0001435112919996535,1.333549236395715e-06,8.683633071827984e-09,0.999855146474501,3
2012-04-13,0.00023742612747611812,2.0139353487334208e-08,8.418996395880258e-09,0.99976254531497,3
2012-04-16,0.0003438318103360447,2.5693176482424744e-08,6.4141708240961594e-09,0.9996561360816025,3
2012-04-17,0.0004129415273025986,2.8280834584205586e-08,3.80939595971826e-09,0.9995870263820881,3
2012-04-18,8.453083098976698e-05,4.325215112942634e-07,5.135143373213862e-10,0.9999150361334926,3
2012-04-19,4.7521392615879106e-05,9.6280026999261e-07,2.084042485487413e-10,0.9999515155981255,3
2012-04-20,2.395113712835734e-05,8.227627299790352e-06,5.375945115738562e-10,0.9999678206980102,3
2012-04-23,8.908622448691749e-05,1.5810515300770117e-07,6.442674945845866e-10,0.9999107550255592,3
2012-04-24,5.4677796176562455e-05,1.070080472643834e-06,2.913232608831156e-10,0.9999442518316088,3
2012-04-25,3.6537624162014465e-05,3.8830009951400665e-06,1.7547017406303695e-10,0.9999595791998561,3
2012-04-26,1.1132201718497875e-05,8.164486518348633e-05,7.244976528104288e-11,0.9999072228605378,3
2012-04-27,9.262104088175001e-06,0.00012563290106379707,9.743264917603983e-11,0.999865104897831,3
2012-04-30,1.4903534370776122e-05,2.741865889850406e-05,8.854658778485909e-11,0.9999576777179181,3
2012-05-01,1.355827602587034e-05,3.966487928322618e-05,8.474562893742049e-11,0.9999467767605491,3
2012-05-02,1.2395379403597424e-05,4.591974483165407e-05,1.5720286708882598e-10,0.9999416847182255,3
2012-05-03,2.348010501086426e-05,8.277444347523012e-06,1.2707756476721178e-09,0.9999682411803478,3
2012-05-04,0.00014538549360505455,3.8494629823909715e-08,5.664198842806941e-09,0.9998545703477648,3
2012-05-07,0.00017232558468079412,1.4583415937277584e-07,6.967995682842521e-09,0.9998275216134545,3
2012-05-08,0.0005780514051994216,1.327039144596993e-07,6.608759659333937e-08,0.9994217498029276,3
2012-05-09,0.005614626561539848,5.727400931867929e-09,4.929370280081282e-07,0.9943848747748151,3
2012-05-10,0.021083415899946764,1.2990115382615392e-07,2.6511136563522733e-06,0.9789138030844518,3
2012-05-11,0.19267195252164776,1.7038358532944237e-09,1.578957314395516e-05,0.8073122562018066,3
2012-05-14,0.8418071390657507,2.506390994812733e-13,4.847373036552081e-05,0.15814438720375276,0
2012-05-15,0.9796312168208652,1.5791672131288303e-14,3.908703647661091e-05,0.020329696142172074,0
2012-05-16,0.9985657986921634,3.756565769431225e-17,3.585740084560987e-05,0.0013983439070860359,0
2012-05-17,0.9999411221614157,3.724635660980938e-24,5.599997606346624e-05,2.8778623985300798e-06,0
